Duty Period #,Flights
11296,"['NA1976', 'NA1100', 'NA2004', 'NA1398', 'NA1705']"
11297,"['NA1604', 'NA2089']"
11298,"['NA2993', 'NA2263', 'NA1638', 'NA1911', 'NA1344', 'NA2061']"
11299,"['NA2993', 'NA1877', 'NA1440', 'NA2328', 'NA3172', 'NA3256']"
11300,"['NA2967', 'NA2263', 'NA1638', 'NA1911', 'NA1344', 'NA2595']"
11301,"['NA1014', 'NA1911', 'NA1193', 'NA2061']"
11302,"['NA2993', 'NA1877', 'NA1150', 'NA1911', 'NA1193']"
11303,"['NA2967', 'NA2176', 'NA1452', 'NA2361']"
11304,"['NA1485', 'NA2561', 'NA3296', 'NA2061']"
11305,"['NA3596', 'NA2263', 'NA1638', 'NA2361', 'NA3117']"
11306,"['NA3671', 'NA2263', 'NA1604']"
11307,"['NA2967', 'NA1825', 'NA1227', 'NA1911', 'NA1344', 'NA2532']"
11308,"['NA2967', 'NA2033', 'NA1227', 'NA2089', 'NA1193', 'NA2659']"
11309,"['NA3671', 'NA2004', 'NA1365', 'NA2659']"
11310,"['NA3671', 'NA1877', 'NA1440', 'NA2328', 'NA3048', 'NA1940']"
11311,"['NA3021', 'NA1825', 'NA1014', 'NA1911', 'NA1344', 'NA2532']"
11312,"['NA1485', 'NA2033', 'NA1193']"
11313,"['NA1485', 'NA1877', 'NA1227', 'NA2328', 'NA3117']"
11314,"['NA1248', 'NA2423', 'NA2937', 'NA2239', 'NA1516']"
11315,"['NA3596', 'NA1825', 'NA1227', 'NA1911', 'NA1344', 'NA2836']"
11316,"['NA1139', 'NA1825', 'NA1035', 'NA1855']"
11317,"['NA2993', 'NA1911', 'NA1344', 'NA2659']"
11318,"['NA2993', 'NA1825', 'NA1150', 'NA2089', 'NA1193', 'NA2061']"
11319,"['NA3528', 'NA1877', 'NA1227', 'NA1911', 'NA1365', 'NA2659']"
11320,"['NA2967', 'NA2751']"
11321,"['NA1485', 'NA2452', 'NA3137', 'NA3296', 'NA2836']"
11322,"['NA1976', 'NA1248', 'NA1674', 'NA1303', 'NA2836']"
11323,"['NA3596', 'NA2004', 'NA1303', 'NA1797']"
11324,"['NA3596', 'NA1877', 'NA1440', 'NA2595']"
11325,"['NA2967', 'NA1877', 'NA1014', 'NA2328', 'NA3172', 'NA3256']"
11326,"['NA1100', 'NA2004', 'NA1303', 'NA2863']"
11327,"['NA1485', 'NA1825', 'NA1150', 'NA2751']"
11328,"['NA1825', 'NA1014', 'NA2328']"
11329,"['NA1877', 'NA1227', 'NA2328', 'NA3048', 'NA1855']"
11330,"['NA1248', 'NA2423', 'NA3137', 'NA3296', 'NA1940']"
11331,"['NA1485', 'NA2381', 'NA3172', 'NA3256']"
11332,"['NA2993', 'NA1877', 'NA1150']"
11333,"['NA1100', 'NA2423', 'NA3137', 'NA3296', 'NA1940']"
11334,"['NA1100', 'NA2263', 'NA1604', 'NA2328', 'NA3048', 'NA2659']"
11335,"['NA3596', 'NA2263', 'NA1638', 'NA1911', 'NA1193', 'NA2659']"
11336,"['NA3671', 'NA2128', 'NA1572', 'NA2863']"
11337,"['NA2967', 'NA1674', 'NA1303', 'NA2863']"
11338,"['NA2033', 'NA1035', 'NA1797']"
11339,"['NA3671', 'NA2816', 'NA3652', 'NA2730']"
11340,"['NA1485', 'NA2263', 'NA1638', 'NA2730']"
11341,"['NA3197', 'NA2361']"
11342,"['NA3528', 'NA2816', 'NA3566', 'NA1705', 'NA1365']"
11343,"['NA3376', 'NA2937', 'NA1911', 'NA1344', 'NA2595']"
11344,"['NA2993', 'NA2033', 'NA1150', 'NA2089', 'NA1344', 'NA2061']"
11345,"['NA2381', 'NA2937', 'NA2863']"
11346,"['NA3596', 'NA2033', 'NA1398', 'NA1705', 'NA1365', 'NA2659']"
11347,"['NA2033', 'NA1035', 'NA1705']"
11348,"['NA3671', 'NA1877', 'NA1035', 'NA1911', 'NA1193', 'NA2061']"
11349,"['NA1452', 'NA2361', 'NA3117']"
11350,"['NA3596', 'NA2128', 'NA1572', 'NA2730']"
11351,"['NA2993', 'NA2089', 'NA1344', 'NA1940']"
11352,"['NA3434', 'NA1940']"
11353,"['NA1248', 'NA2423', 'NA3048']"
11354,"['NA1139', 'NA2328', 'NA3048', 'NA2061']"
11355,"['NA2967', 'NA2004', 'NA1398', 'NA2595']"
11356,"['NA1733', 'NA1248', 'NA2218', 'NA1516']"
11357,"['NA2993', 'NA2263', 'NA1572', 'NA1855']"
11358,"['NA3021', 'NA1825', 'NA1227']"
11359,"['NA3021', 'NA1877', 'NA1440', 'NA2089', 'NA1344', 'NA2532']"
11360,"['NA2993', 'NA2816', 'NA3566', 'NA1754']"
11361,"['NA1485', 'NA2771', 'NA3566', 'NA2659']"
11362,"['NA1139', 'NA2771', 'NA3566', 'NA1911', 'NA1344', 'NA2061']"
11363,"['NA2967', 'NA1825', 'NA1150', 'NA2239']"
11364,"['NA2993', 'NA2004', 'NA1344', 'NA2595']"
11365,"['NA2993', 'NA1877', 'NA1014', 'NA2328', 'NA3048', 'NA2751']"
11366,"['NA3021', 'NA1825', 'NA1227', 'NA2302', 'NA1516']"
11367,"['NA1485', 'NA1877', 'NA1014', 'NA1911', 'NA1344', 'NA2595']"
11368,"['NA1139', 'NA2906', 'NA3734', 'NA1705', 'NA1365', 'NA2659']"
11369,"['NA3528', 'NA1877', 'NA1014', 'NA1911', 'NA1193', 'NA2595']"
11370,"['NA1733', 'NA1285', 'NA1855']"
11371,"['NA3021', 'NA1825', 'NA1150', 'NA1911']"
11372,"['NA3021', 'NA1825', 'NA1014', 'NA2595']"
11373,"['NA1825', 'NA1303', 'NA2061']"
11374,"['NA1976', 'NA1248', 'NA2128', 'NA1572', 'NA1754']"
11375,"['NA3021', 'NA1911', 'NA1344', 'NA2836']"
11376,"['NA3596', 'NA2263', 'NA1604', 'NA2328', 'NA3117']"
11377,"['NA2967', 'NA2176', 'NA1604', 'NA2089', 'NA1344', 'NA2061']"
11378,"['NA1572', 'NA2751']"
11379,"['NA3230', 'NA2004', 'NA1303', 'NA2863']"
11380,"['NA1248', 'NA2004', 'NA1344', 'NA2836']"
11381,"['NA3528', 'NA1825', 'NA1150', 'NA2836']"
11382,"['NA2993', 'NA2263', 'NA1638']"
11383,"['NA3230', 'NA2361', 'NA3117']"
11384,"['NA1877', 'NA1014', 'NA1911', 'NA1365']"
11385,"['NA3671', 'NA2033', 'NA1440', 'NA2328']"
11386,"['NA3376', 'NA3172', 'NA3256']"
11387,"['NA2993', 'NA2033', 'NA1035', 'NA1911', 'NA1344', 'NA2659']"
11388,"['NA3528', 'NA2561', 'NA3358', 'NA3048', 'NA2659']"
11389,"['NA3671', 'NA1877', 'NA1014', 'NA2089', 'NA1365', 'NA2659']"
11390,"['NA1877', 'NA1150', 'NA1911', 'NA1344', 'NA1855']"
11391,"['NA2967', 'NA2176', 'NA1604', 'NA1911', 'NA1344']"
11392,"['NA3596', 'NA1825', 'NA1150', 'NA1911', 'NA1344', 'NA1940']"
11393,"['NA2993', 'NA2659']"
11394,"['NA1825', 'NA1227', 'NA2328', 'NA3048', 'NA2751']"
11395,"['NA1911', 'NA1365']"
11396,"['NA1139', 'NA1674', 'NA1398', 'NA2836']"
11397,"['NA3021', 'NA1825', 'NA1227', 'NA2595']"
11398,"['NA2967', 'NA1877', 'NA1440', 'NA2328', 'NA3117']"
11399,"['NA3596', 'NA2423', 'NA3137', 'NA3296', 'NA1855']"
11400,"['NA1976', 'NA1440', 'NA1754']"
11401,"['NA3596', 'NA1825', 'NA1014', 'NA1911', 'NA1344']"
11402,"['NA1976', 'NA1248', 'NA2423', 'NA3137', 'NA3296', 'NA1855']"
11403,"['NA3596', 'NA1877', 'NA1440', 'NA2089', 'NA1344', 'NA1855']"
11404,"['NA1303', 'NA2659']"
11405,"['NA1976', 'NA1285', 'NA2423', 'NA2937', 'NA2595']"
11406,"['NA3596', 'NA1825', 'NA1398', 'NA1940']"
11407,"['NA1139', 'NA2452', 'NA3137']"
11408,"['NA1976', 'NA1100', 'NA1911', 'NA1344', 'NA2836']"
11409,"['NA1976', 'NA1100', 'NA2004', 'NA1398', 'NA2239', 'NA1516']"
11410,"['NA3528', 'NA1877', 'NA1303', 'NA2836']"
11411,"['NA1976', 'NA1100', 'NA2423', 'NA2937', 'NA1855']"
11412,"['NA1035', 'NA1911', 'NA1344', 'NA2659']"
11413,"['NA3528', 'NA2033', 'NA1440', 'NA2089', 'NA1365']"
11414,"['NA2993', 'NA2089', 'NA1344', 'NA2595']"
11415,"['NA3528', 'NA1825', 'NA1014', 'NA2089', 'NA1344']"
11416,"['NA1139', 'NA2561', 'NA3358', 'NA3048', 'NA2836']"
11417,"['NA1139', 'NA2771', 'NA3566', 'NA2361', 'NA3117']"
11418,"['NA3596', 'NA2033', 'NA1150', 'NA2239']"
11419,"['NA2967', 'NA1877', 'NA1227', 'NA1911', 'NA1344', 'NA2061']"
11420,"['NA1877', 'NA1227', 'NA1911', 'NA1193', 'NA2659']"
11421,"['NA3528', 'NA1825', 'NA1150', 'NA2089']"
11422,"['NA2967', 'NA2771', 'NA3566', 'NA1911', 'NA1193', 'NA2061']"
11423,"['NA3528', 'NA2381', 'NA2937', 'NA2361']"
11424,"['NA1285', 'NA1674', 'NA1398', 'NA1705', 'NA1365']"
11425,"['NA1733', 'NA1100', 'NA2423', 'NA3081', 'NA3256']"
11426,"['NA3021', 'NA2033', 'NA1227', 'NA2089', 'NA1193', 'NA2595']"
11427,"['NA3493', 'NA2089', 'NA1365', 'NA2659']"
11428,"['NA3021', 'NA1877', 'NA1150', 'NA2089', 'NA1193']"
11429,"['NA3596', 'NA1877', 'NA1150', 'NA1754']"
11430,"['NA1733', 'NA1100', 'NA2143', 'NA1572', 'NA2239']"
11431,"['NA1733', 'NA1248', 'NA2143', 'NA1572', 'NA1855']"
11432,"['NA1485', 'NA1825', 'NA1014', 'NA2089', 'NA1365', 'NA2659']"
11433,"['NA1285', 'NA2423', 'NA2937', 'NA1911', 'NA1344', 'NA2595']"
11434,"['NA1139', 'NA1825', 'NA1150', 'NA2595']"
11435,"['NA3528', 'NA1877', 'NA1440', 'NA1911']"
11436,"['NA3671', 'NA2033', 'NA1440', 'NA2532']"
11437,"['NA2993', 'NA2906', 'NA3734', 'NA2659']"
11438,"['NA2993', 'NA2423', 'NA3137', 'NA3316']"
11439,"['NA3671', 'NA1877', 'NA1014', 'NA2302', 'NA1516']"
11440,"['NA3528', 'NA1825', 'NA1150', 'NA2089', 'NA1193', 'NA2659']"
11441,"['NA2128', 'NA1572', 'NA2751']"
11442,"['NA2967', 'NA2176', 'NA1452', 'NA2089', 'NA1344', 'NA1940']"
11443,"['NA1285', 'NA2423', 'NA2937', 'NA1705']"
11444,"['NA2993', 'NA1911', 'NA1344', 'NA2532']"
11445,"['NA1139', 'NA2004', 'NA1398', 'NA1705', 'NA1365', 'NA2659']"
11446,"['NA3493', 'NA2328', 'NA3172', 'NA3316']"
11447,"['NA3596', 'NA2263', 'NA1604', 'NA2089', 'NA1344', 'NA2532']"
11448,"['NA3596', 'NA2771', 'NA3566', 'NA1911', 'NA1344']"
11449,"['NA3596', 'NA2033', 'NA1193']"
11450,"['NA3528', 'NA2381', 'NA2937', 'NA1911', 'NA1344', 'NA1940']"
11451,"['NA2993', 'NA2033', 'NA1150', 'NA1911']"
11452,"['NA3671', 'NA1877', 'NA1014', 'NA1754']"
11453,"['NA1733', 'NA1078']"
11454,"['NA1139', 'NA2816', 'NA3611', 'NA2836']"
11455,"['NA1485', 'NA2089', 'NA1344', 'NA1940']"
11456,"['NA3671', 'NA1877', 'NA1014', 'NA1911', 'NA1193', 'NA2659']"
11457,"['NA3671', 'NA2532']"
11458,"['NA3671', 'NA2816', 'NA3566', 'NA1855']"
11459,"['NA3528', 'NA2771', 'NA3652', 'NA2836']"
11460,"['NA1733', 'NA1100', 'NA2004', 'NA1398']"
11461,"['NA2993', 'NA2452', 'NA2937', 'NA2659']"
11462,"['NA1485', 'NA2381', 'NA2937', 'NA1705']"
11463,"['NA3021', 'NA2263', 'NA1540', 'NA2532']"
11464,"['NA1733', 'NA1440', 'NA2328', 'NA3172', 'NA3316']"
11465,"['NA2771', 'NA3611', 'NA1855']"
11466,"['NA3596', 'NA1825', 'NA1014', 'NA1754']"
11467,"['NA3652', 'NA2532']"
11468,"['NA2993', 'NA2423', 'NA2937', 'NA1705', 'NA1365']"
11469,"['NA1139', 'NA1877', 'NA1014', 'NA2328', 'NA3048', 'NA2836']"
11470,"['NA1825', 'NA1227', 'NA1911', 'NA1344', 'NA1855']"
11471,"['NA2993', 'NA1825', 'NA1344', 'NA2836']"
11472,"['NA1825', 'NA1227', 'NA2328', 'NA3048']"
11473,"['NA1100', 'NA2263', 'NA1604']"
11474,"['NA3358', 'NA3048', 'NA2730']"
11475,"['NA3596', 'NA2033', 'NA1014', 'NA1911']"
11476,"['NA2561', 'NA3296', 'NA1855']"
11477,"['NA1638', 'NA1911', 'NA1365', 'NA2659']"
11478,"['NA3671', 'NA1825', 'NA1014', 'NA1911', 'NA1344', 'NA2061']"
11479,"['NA1976', 'NA1303', 'NA2532']"
11480,"['NA3671', 'NA1825', 'NA1150', 'NA2061']"
11481,"['NA3021', 'NA1877', 'NA1398', 'NA2863']"
11482,"['NA1139', 'NA2816', 'NA3566', 'NA1911', 'NA1344', 'NA2061']"
11483,"['NA1733', 'NA1248', 'NA2128', 'NA1572', 'NA1754']"
11484,"['NA3230', 'NA2089', 'NA1344', 'NA2659']"
11485,"['NA3596', 'NA1825', 'NA1014', 'NA2863']"
11486,"['NA1976', 'NA1440', 'NA2328', 'NA3048', 'NA1754']"
11487,"['NA3596', 'NA2423', 'NA3081', 'NA3316']"
11488,"['NA1078', 'NA2328', 'NA3048', 'NA2595']"
11489,"['NA3197', 'NA2328', 'NA3048', 'NA2836']"
11490,"['NA1485', 'NA1825', 'NA1227', 'NA2328', 'NA3172', 'NA3316']"
11491,"['NA2967', 'NA1825', 'NA1227', 'NA2089', 'NA1365']"
11492,"['NA3671', 'NA2004', 'NA1303', 'NA2730']"
11493,"['NA3528', 'NA2033', 'NA1014', 'NA2089', 'NA1344', 'NA1855']"
11494,"['NA2993', 'NA1825', 'NA1150', 'NA2302', 'NA1516']"
11495,"['NA1604', 'NA2328', 'NA3048', 'NA1940']"
11496,"['NA3596', 'NA2771', 'NA3652', 'NA1940']"
11497,"['NA1248', 'NA1674', 'NA1193']"
11498,"['NA1877', 'NA1193', 'NA2061']"
11499,"['NA1100', 'NA2423', 'NA3081', 'NA3316']"
11500,"['NA3596', 'NA2771', 'NA3566', 'NA2751']"
11501,"['NA1976', 'NA1285', 'NA2004', 'NA1398']"
11502,"['NA3596', 'NA2561', 'NA3358', 'NA3172', 'NA3316']"
11503,"['NA1825', 'NA1014', 'NA1911', 'NA1344', 'NA2532']"
11504,"['NA2993', 'NA1877', 'NA1440', 'NA2595']"
11505,"['NA3021', 'NA2452', 'NA3048', 'NA2751']"
11506,"['NA2176', 'NA1604', 'NA1911', 'NA1344', 'NA2836']"
11507,"['NA1139', 'NA1825', 'NA1150', 'NA2730']"
11508,"['NA3596', 'NA1877', 'NA1398']"
11509,"['NA2967', 'NA1705']"
11510,"['NA3671', 'NA1825', 'NA1150', 'NA1911', 'NA1193', 'NA2061']"
11511,"['NA1733', 'NA1150', 'NA1911', 'NA1344', 'NA1855']"
11512,"['NA1733', 'NA1078', 'NA2089', 'NA1365', 'NA2595']"
11513,"['NA1227', 'NA2730']"
11514,"['NA3528', 'NA1877', 'NA1303', 'NA2863']"
11515,"['NA2625', 'NA3493', 'NA1797']"
11516,"['NA3021', 'NA2033', 'NA1150', 'NA1705', 'NA1365']"
11517,"['NA1485', 'NA2452', 'NA3137', 'NA3296', 'NA2730']"
11518,"['NA1485', 'NA2906', 'NA3734', 'NA2730']"
11519,"['NA3528', 'NA1877', 'NA1227', 'NA2328', 'NA3048']"
11520,"['NA3021', 'NA2143', 'NA1572', 'NA2061']"
11521,"['NA1976', 'NA1078', 'NA2328', 'NA3048', 'NA2595']"
11522,"['NA1733', 'NA1100', 'NA2328', 'NA3048', 'NA1855']"
11523,"['NA3671', 'NA2263', 'NA1638', 'NA2730']"
11524,"['NA1825', 'NA1150', 'NA2089', 'NA1344', 'NA2532']"
11525,"['NA2993', 'NA2033', 'NA1227', 'NA2328', 'NA3172', 'NA3256']"
11526,"['NA2967', 'NA2423', 'NA2937', 'NA2659']"
11527,"['NA3734', 'NA1797']"
11528,"['NA1825', 'NA1014', 'NA2863']"
11529,"['NA1733', 'NA1440', 'NA1705']"
11530,"['NA1078', 'NA1911', 'NA1193', 'NA2659']"
11531,"['NA1139', 'NA2816', 'NA3566', 'NA1705', 'NA1365']"
11532,"['NA2967', 'NA2004', 'NA1303', 'NA1754']"
11533,"['NA3528', 'NA2816', 'NA3566', 'NA2863']"
11534,"['NA3528', 'NA2033', 'NA1440', 'NA2089', 'NA1344', 'NA1855']"
11535,"['NA3596', 'NA2263', 'NA1638', 'NA2659']"
11536,"['NA2816', 'NA3652', 'NA1754']"
11537,"['NA3021', 'NA2033', 'NA1014', 'NA2089', 'NA1365']"
11538,"['NA2176', 'NA1452', 'NA2004', 'NA1303', 'NA1855']"
11539,"['NA3671', 'NA2381', 'NA3048', 'NA2061']"
11540,"['NA2967', 'NA1825', 'NA1227', 'NA1911', 'NA1365', 'NA2659']"
11541,"['NA2967', 'NA2176', 'NA1572', 'NA1797']"
11542,"['NA2993', 'NA1877', 'NA1014', 'NA1911', 'NA1344']"
11543,"['NA1078', 'NA2089', 'NA1193', 'NA2595']"
11544,"['NA1485', 'NA2381', 'NA2937', 'NA1911', 'NA1344']"
11545,"['NA3596', 'NA2595']"
11546,"['NA1485', 'NA2033', 'NA1227', 'NA1911', 'NA1193']"
11547,"['NA1485', 'NA1877', 'NA1014', 'NA2328', 'NA3048', 'NA2595']"
11548,"['NA3021', 'NA1825', 'NA1227', 'NA2089', 'NA1344', 'NA1855']"
11549,"['NA2816', 'NA3566', 'NA1855']"
11550,"['NA3528', 'NA1877', 'NA1014', 'NA1705', 'NA1365', 'NA2659']"
11551,"['NA3021', 'NA1825', 'NA1303', 'NA1940']"
11552,"['NA3671', 'NA1877', 'NA1227', 'NA2328', 'NA3048', 'NA2751']"
11553,"['NA3596', 'NA2033', 'NA1303', 'NA2061']"
11554,"['NA1139', 'NA1877', 'NA1014', 'NA2361', 'NA3117']"
11555,"['NA1976', 'NA1285', 'NA2423', 'NA3048', 'NA2595']"
11556,"['NA3528', 'NA1674', 'NA1303', 'NA2239', 'NA1516']"
11557,"['NA1733', 'NA1248', 'NA1674', 'NA1398', 'NA2659']"
11558,"['NA2967', 'NA2033', 'NA1014', 'NA1911', 'NA1365']"
11559,"['NA2993', 'NA1825', 'NA1035']"
11560,"['NA3493', 'NA2089', 'NA1365']"
11561,"['NA3528', 'NA2561', 'NA3358', 'NA3081']"
11562,"['NA2993', 'NA2033', 'NA1227', 'NA1911', 'NA1344', 'NA1940']"
11563,"['NA1485', 'NA2423', 'NA3081']"
11564,"['NA1139', 'NA2218']"
11565,"['NA1976', 'NA1100', 'NA2263', 'NA1540', 'NA1705', 'NA1365']"
11566,"['NA3671', 'NA2033', 'NA1150', 'NA1911', 'NA1193', 'NA2595']"
11567,"['NA2993', 'NA1825', 'NA1227', 'NA2328', 'NA3117']"
11568,"['NA1139', 'NA1825', 'NA1365', 'NA2595']"
11569,"['NA3596', 'NA1825', 'NA1227', 'NA2863']"
11570,"['NA1485', 'NA2033', 'NA1303']"
11571,"['NA2423', 'NA2937', 'NA2239']"
11572,"['NA1733', 'NA1285', 'NA2423', 'NA2937', 'NA2361']"
11573,"['NA2967', 'NA2033', 'NA1440', 'NA1940']"
11574,"['NA1485', 'NA2033', 'NA1014', 'NA2328', 'NA3172', 'NA3256']"
11575,"['NA1452', 'NA2218', 'NA1572', 'NA1754']"
11576,"['NA3671', 'NA2004', 'NA1344', 'NA1855']"
11577,"['NA3671', 'NA1825', 'NA1014', 'NA1705', 'NA1365', 'NA2595']"
11578,"['NA3671', 'NA2033', 'NA1227', 'NA2328', 'NA3048', 'NA2532']"
11579,"['NA1014', 'NA1911', 'NA1344', 'NA2532']"
11580,"['NA3528', 'NA2263', 'NA1540', 'NA1705', 'NA1365']"
11581,"['NA2967', 'NA2176', 'NA1452', 'NA2515']"
11582,"['NA1485', 'NA1825', 'NA1014', 'NA2089', 'NA1344', 'NA1855']"
11583,"['NA2993', 'NA2263', 'NA1604', 'NA2089']"
11584,"['NA1139', 'NA2423', 'NA3137', 'NA3296', 'NA2751']"
11585,"['NA3528', 'NA1825', 'NA1398', 'NA2239']"
11586,"['NA1976', 'NA1100', 'NA1674', 'NA1398']"
11587,"['NA2967', 'NA2771', 'NA3611', 'NA2751']"
11588,"['NA1100', 'NA1674', 'NA1344', 'NA2836']"
11589,"['NA1139', 'NA2263', 'NA1604', 'NA2328', 'NA3172', 'NA3256']"
11590,"['NA1285', 'NA2423', 'NA3048', 'NA1754']"
11591,"['NA3528', 'NA1825', 'NA1227', 'NA2239']"
11592,"['NA1485', 'NA2361']"
11593,"['NA3021', 'NA1825', 'NA1150', 'NA2659']"
11594,"['NA3528', 'NA2033', 'NA1398', 'NA1754']"
11595,"['NA3021', 'NA2033', 'NA1227', 'NA2328']"
11596,"['NA3197', 'NA2328', 'NA3172', 'NA3256']"
11597,"['NA1485', 'NA1674', 'NA1398', 'NA2595']"
11598,"['NA2967', 'NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA2532']"
11599,"['NA2033', 'NA1035', 'NA2239', 'NA1516']"
11600,"['NA2967', 'NA1877', 'NA1035', 'NA2836']"
11601,"['NA3596', 'NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA2836']"
11602,"['NA3671', 'NA2033', 'NA1303', 'NA2836']"
11603,"['NA2967', 'NA2176', 'NA1604', 'NA2328', 'NA3172', 'NA3256']"
11604,"['NA3021', 'NA1825', 'NA1227', 'NA1911', 'NA1344', 'NA2061']"
11605,"['NA1733', 'NA1014', 'NA2328', 'NA3172', 'NA3316']"
11606,"['NA2967', 'NA2128', 'NA1572', 'NA2863']"
11607,"['NA1485', 'NA2033', 'NA1227', 'NA2239']"
11608,"['NA3671', 'NA2033', 'NA1014', 'NA2361']"
11609,"['NA3528', 'NA1825', 'NA1035', 'NA1911', 'NA1344', 'NA1855']"
11610,"['NA3172', 'NA3256']"
11611,"['NA3230', 'NA1911']"
11612,"['NA3596', 'NA2033', 'NA1227']"
11613,"['NA1139', 'NA1877', 'NA1440', 'NA2328', 'NA3048', 'NA2061']"
11614,"['NA2967', 'NA1674', 'NA1303', 'NA2595']"
11615,"['NA2937', 'NA1911', 'NA1365', 'NA2595']"
11616,"['NA3596', 'NA1825', 'NA1344', 'NA2836']"
11617,"['NA3021', 'NA1825', 'NA1014', 'NA2532']"
11618,"['NA1100', 'NA2218', 'NA1572', 'NA2532']"
11619,"['NA1976', 'NA1285', 'NA1705', 'NA1365', 'NA2595']"
11620,"['NA1285', 'NA1674', 'NA1398', 'NA1940']"
11621,"['NA3671', 'NA2561', 'NA3358', 'NA3048', 'NA2751']"
11622,"['NA1485', 'NA1825', 'NA1014', 'NA2515']"
11623,"['NA1485', 'NA2033', 'NA1014', 'NA2361']"
11624,"['NA2967', 'NA1877', 'NA1014', 'NA2089', 'NA1344', 'NA1940']"
11625,"['NA3671', 'NA2381', 'NA3137', 'NA3296', 'NA2751']"
11626,"['NA1733', 'NA1285', 'NA2863']"
11627,"['NA2771', 'NA3611', 'NA2532']"
11628,"['NA2993', 'NA1877', 'NA1440', 'NA2659']"
11629,"['NA2993', 'NA2381', 'NA2937', 'NA1911', 'NA1344', 'NA1940']"
11630,"['NA3528', 'NA2263', 'NA1604', 'NA2089', 'NA1365']"
11631,"['NA3021', 'NA2423', 'NA2937', 'NA2361']"
11632,"['NA3671', 'NA1877', 'NA1440', 'NA2089']"
11633,"['NA1825', 'NA1014', 'NA2089', 'NA1344', 'NA2061']"
11634,"['NA2993', 'NA2033', 'NA1440', 'NA2659']"
11635,"['NA2967', 'NA2033', 'NA1227', 'NA2515']"
11636,"['NA3671', 'NA2263', 'NA1638', 'NA1754']"
11637,"['NA1733', 'NA1100', 'NA2239']"
11638,"['NA1139', 'NA1825', 'NA1227', 'NA1855']"
11639,"['NA1285', 'NA2004', 'NA1398']"
11640,"['NA3528', 'NA2816', 'NA3566', 'NA1797']"
11641,"['NA1733', 'NA1035', 'NA1911', 'NA1193', 'NA2595']"
11642,"['NA1976', 'NA1100', 'NA1674', 'NA1398', 'NA2863']"
11643,"['NA1139', 'NA2771', 'NA3566', 'NA2595']"
11644,"['NA3021', 'NA2381', 'NA2937', 'NA1911', 'NA1193', 'NA2061']"
11645,"['NA1825', 'NA1227', 'NA2089', 'NA1344', 'NA1855']"
11646,"['NA1877', 'NA1440', 'NA1911', 'NA1193']"
11647,"['NA1825', 'NA1035', 'NA1705']"
11648,"['NA1733', 'NA1248', 'NA2423', 'NA3137', 'NA3296', 'NA2061']"
11649,"['NA1485', 'NA2452', 'NA2937', 'NA1911']"
11650,"['NA1733', 'NA1285', 'NA2730']"
11651,"['NA1100', 'NA2423', 'NA3137', 'NA3296', 'NA1855']"
11652,"['NA1825', 'NA1035', 'NA1911', 'NA1365', 'NA2595']"
11653,"['NA2993', 'NA2033', 'NA1014', 'NA2089', 'NA1344', 'NA2595']"
11654,"['NA2993', 'NA2771', 'NA3652', 'NA2061']"
11655,"['NA2993', 'NA1825', 'NA1014', 'NA2089', 'NA1365', 'NA2595']"
11656,"['NA3528', 'NA1674', 'NA1344', 'NA1940']"
11657,"['NA1452', 'NA2328', 'NA3172']"
11658,"['NA1733', 'NA1248', 'NA2328', 'NA3048', 'NA2061']"
11659,"['NA3596', 'NA2033', 'NA1014', 'NA2328', 'NA3048', 'NA1754']"
11660,"['NA1733', 'NA1035', 'NA1911', 'NA1344', 'NA1940']"
11661,"['NA3376', 'NA3172']"
11662,"['NA1100', 'NA2263', 'NA1540', 'NA1855']"
11663,"['NA3528', 'NA2033', 'NA1014', 'NA2532']"
11664,"['NA3671', 'NA2381', 'NA2937', 'NA2302', 'NA1516']"
11665,"['NA3021', 'NA2033', 'NA1440', 'NA2061']"
11666,"['NA1485', 'NA2218', 'NA1572', 'NA1754']"
11667,"['NA1733', 'NA1440', 'NA1911', 'NA1344', 'NA2659']"
11668,"['NA1733', 'NA1248', 'NA2423', 'NA2937', 'NA2302']"
11669,"['NA1100', 'NA2128', 'NA1572', 'NA1940']"
11670,"['NA1139', 'NA1825', 'NA1150', 'NA2089', 'NA1344', 'NA1855']"
11671,"['NA3528', 'NA2033', 'NA1398', 'NA2239', 'NA1516']"
11672,"['NA2967', 'NA1877', 'NA1014', 'NA1911', 'NA1344', 'NA2061']"
11673,"['NA1485', 'NA2561', 'NA3296', 'NA2836']"
11674,"['NA2967', 'NA2771', 'NA3611', 'NA2836']"
11675,"['NA1733', 'NA1035', 'NA1705', 'NA1365', 'NA2595']"
11676,"['NA3528', 'NA1877', 'NA1440', 'NA2328', 'NA3048', 'NA2595']"
11677,"['NA3021', 'NA2004', 'NA1398', 'NA1705']"
11678,"['NA3671', 'NA2033', 'NA1440', 'NA2089', 'NA1193', 'NA2595']"
11679,"['NA2993', 'NA2033', 'NA1344', 'NA2532']"
11680,"['NA3671', 'NA2328', 'NA3048', 'NA2659']"
11681,"['NA3528', 'NA1825', 'NA1227', 'NA1911', 'NA1344', 'NA2659']"
11682,"['NA1150', 'NA2089', 'NA1344', 'NA1940']"
11683,"['NA1976', 'NA1398', 'NA2595']"
11684,"['NA3021', 'NA2033', 'NA1014', 'NA2328', 'NA3172']"
